id,name,height,weight,base_experience,total_base_stats,attack,defense,hp,special-attack,special-defense,speed,type_1,type_2,offensive_effectiveness,defensive_multiplier_mean,n_moves,max_move_power,mean_move_power,max_power_physical,max_power_special,defensive_multiplier_mean_clipped,defensive_raw,offensive_raw,total_base_stats_norm,max_move_power_norm,offensive_effectiveness_norm,defensive_survivability_norm
763,tsareena,12,214,230.0,510,120,98,72,50,98,72,grass,,0.9761904761904762,1.1428571428571428,40.0,150.0,76.625,150.0,150.0,1.1428571428571428,234.5,644.2857142857142,0.3526315789473684,0.6,0.29999999999999993,0.254329561042524
764,comfey,1,3,170.0,485,52,90,51,82,110,100,fairy,,1.0714285714285714,0.9761904761904762,34.0,150.0,65.73529411764706,90.0,150.0,0.9761904761904762,257.1219512195122,680.3571428571429,0.3263157894736842,0.6,0.7000000000000001,0.28730051189400785
765,oranguru,15,760,172.0,490,60,80,90,90,110,60,normal,psychic,0.9523809523809523,1.0238095238095237,44.0,150.0,79.88636363636364,150.0,150.0,1.0238095238095237,273.48837209302326,609.5238095238095,0.33157894736842103,0.6,0.19999999999999982,0.3111541774332472
766,passimian,20,828,172.0,490,120,90,100,40,60,80,fighting,,1.0714285714285714,1.0714285714285714,53.0,150.0,77.26415094339623,150.0,150.0,1.0714285714285714,233.33333333333334,685.7142857142857,0.33157894736842103,0.6,0.7000000000000001,0.2526291723822588
767,wimpod,5,120,46.0,230,35,40,25,20,30,80,bug,water,1.0238095238095237,1.0238095238095237,17.0,90.0,63.23529411764706,80.0,90.0,1.0238095238095237,92.79069767441861,327.6190476190476,0.05789473684210526,0.36,0.4999999999999998,0.04779165470379941
768,golisopod,20,1080,186.0,530,125,140,75,60,90,40,bug,water,1.0238095238095237,1.0238095238095237,53.0,150.0,73.86792452830188,150.0,150.0,1.0238095238095237,297.90697674418607,696.1904761904761,0.3736842105263158,0.6,0.4999999999999998,0.34674370753182127
769,sandygast,5,700,64.0,320,55,80,55,70,45,15,ghost,ground,1.0833333333333333,1.0119047619047619,30.0,110.0,65.0,110.0,90.0,1.0119047619047619,177.88235294117646,465.8333333333333,0.15263157894736842,0.44,0.7499999999999999,0.17181069958847736
770,palossand,13,2500,168.0,480,75,110,85,100,75,35,ghost,ground,1.0833333333333333,1.0119047619047619,33.0,150.0,70.45454545454545,150.0,150.0,1.0119047619047619,266.8235294117647,682.5,0.32105263157894737,0.6,0.7499999999999999,0.301440329218107
771,pyukumuku,3,12,144.0,410,60,130,55,30,130,5,water,,1.0714285714285714,1.0,,,,,,1.0,315.0,439.2857142857143,0.24736842105263157,0.0,0.7000000000000001,0.37165637860082307
772,type-null,19,1205,107.0,534,95,95,95,95,95,59,normal,,0.9047619047619048,1.0,30.0,150.0,73.0,150.0,150.0,1.0,285.0,618.8571428571429,0.3778947368421053,0.6,0.0,0.3279320987654321
773,silvally,23,1005,257.0,570,95,95,95,95,95,95,normal,,0.9047619047619048,1.0,57.0,250.0,83.6842105263158,250.0,150.0,1.0,285.0,741.9047619047619,0.41578947368421054,1.0,0.0,0.3279320987654321
774,minior-red-meteor,3,400,154.0,440,60,100,60,60,100,60,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,242.66666666666669,755.7142857142858,0.2789473684210526,1.0,0.8000000000000006,0.26623228166438045
775,komala,4,199,168.0,480,115,65,65,75,95,65,normal,,0.9047619047619048,1.0,39.0,150.0,80.8974358974359,150.0,150.0,1.0,225.0,570.0,0.32105263157894737,0.6,0.0,0.2404835390946502
776,turtonator,20,2120,170.0,485,78,135,60,91,85,36,fire,dragon,1.0357142857142858,1.0,52.0,250.0,84.03846153846153,250.0,150.0,1.0,280.0,761.2500000000001,0.3263157894736842,1.0,0.5500000000000005,0.32064471879286693
777,togedemaru,3,33,152.0,435,98,63,65,40,73,96,electric,steel,1.0119047619047619,0.9047619047619048,40.0,150.0,71.625,150.0,150.0,0.9047619047619048,222.1578947368421,591.9642857142857,0.2736842105263158,0.6,0.44999999999999996,0.23634123889971845
778,mimikyu-disguised,2,7,167.0,476,90,80,55,50,105,96,ghost,fairy,1.0476190476190474,0.9166666666666666,39.0,150.0,75.0,150.0,150.0,0.9166666666666666,261.8181818181818,655.8095238095237,0.31684210526315787,0.6,0.5999999999999994,0.29414515525626633
779,bruxish,9,190,166.0,475,105,70,68,70,70,92,water,psychic,1.0357142857142856,1.0952380952380953,45.0,150.0,75.33333333333333,150.0,150.0,1.0952380952380953,189.91304347826085,647.3214285714284,0.3157894736842105,0.6,0.5499999999999996,0.18934514224369292
780,drampa,30,1850,170.0,485,60,85,78,135,91,36,normal,dragon,0.9404761904761905,1.0476190476190477,51.0,150.0,84.01960784313725,150.0,150.0,1.0476190476190477,242.45454545454544,597.202380952381,0.3263157894736842,0.6,0.14999999999999997,0.26592312008978675
781,dhelmise,39,2100,181.0,517,131,100,70,86,90,40,ghost,grass,1.0,1.0476190476190477,45.0,150.0,76.88888888888889,150.0,150.0,1.0476190476190477,248.18181818181816,667.0,0.36,0.6,0.4000000000000001,0.2742704826038159
782,jangmo-o,6,297,60.0,300,55,65,45,45,45,45,dragon,,0.9761904761904762,1.0476190476190477,36.0,150.0,72.36111111111111,150.0,130.0,1.0476190476190477,147.95454545454544,439.2857142857143,0.13157894736842105,0.6,0.29999999999999993,0.12819163860830526
783,hakamo-o,12,470,147.0,420,75,90,55,65,70,65,dragon,fighting,1.0238095238095237,1.1666666666666667,47.0,150.0,74.46808510638297,150.0,130.0,1.1666666666666667,184.28571428571428,583.5714285714286,0.2578947368421053,0.6,0.4999999999999998,0.1811434450323339
784,kommo-o,16,782,270.0,600,110,125,75,100,105,85,dragon,fighting,1.0238095238095237,1.1666666666666667,65.0,150.0,79.23076923076923,150.0,150.0,1.1666666666666667,261.4285714285714,767.8571428571428,0.4473684210526316,0.6,0.4999999999999998,0.2935773074661963
785,tapu-koko,18,205,257.0,570,115,85,70,95,75,130,electric,fairy,1.0238095238095237,0.9285714285714286,35.0,150.0,72.85714285714286,150.0,150.0,0.9285714285714286,247.69230769230768,737.1428571428571,0.41578947368421054,0.6,0.4999999999999998,0.27355703281629207
786,tapu-lele,12,186,257.0,570,85,75,70,130,115,95,psychic,fairy,1.0357142857142856,1.0357142857142858,27.0,150.0,77.77777777777777,150.0,150.0,1.0357142857142858,251.03448275862067,745.7142857142857,0.41578947368421054,0.6,0.5499999999999996,0.2784281727449032
787,tapu-bulu,19,455,257.0,570,130,115,70,85,95,75,grass,fairy,1.0238095238095237,1.1428571428571428,41.0,150.0,78.90243902439025,150.0,150.0,1.1428571428571428,245.0,737.1428571428571,0.41578947368421054,0.6,0.4999999999999998,0.26963305898491086
788,tapu-fini,13,212,257.0,570,75,115,70,95,130,85,water,fairy,1.0714285714285714,0.9523809523809523,30.0,150.0,74.33333333333333,150.0,150.0,0.9523809523809523,330.75,771.4285714285714,0.41578947368421054,0.6,0.7000000000000001,0.39461162551440326
789,cosmog,2,1,40.0,200,29,31,43,29,31,37,psychic,,1.0,1.0952380952380953,,,,,,1.0952380952380953,95.8695652173913,200.0,0.02631578947368421,0.0,0.4000000000000001,0.05227903023796743
790,cosmoem,1,9999,140.0,400,29,131,43,29,131,37,psychic,,1.0,1.0952380952380953,,,,,,1.0952380952380953,278.4782608695652,400.0,0.23684210526315788,0.0,0.4000000000000001,0.31842682054034704
791,solgaleo,34,2300,306.0,680,137,107,137,113,89,97,psychic,steel,1.0238095238095237,0.9166666666666666,51.0,150.0,90.88235294117646,150.0,150.0,0.9166666666666666,363.2727272727273,849.7619047619047,0.531578947368421,0.6,0.4999999999999998,0.4420127197904976
792,lunala,40,1200,306.0,680,113,89,137,137,107,97,psychic,ghost,1.0119047619047619,1.1428571428571428,43.0,150.0,85.11627906976744,150.0,150.0,1.1428571428571428,291.375,839.8809523809523,0.531578947368421,0.6,0.44999999999999996,0.33722350823045266
793,nihilego,12,555,257.0,570,53,47,109,127,131,103,rock,poison,1.0357142857142856,1.130952380952381,37.0,150.0,70.13513513513513,150.0,120.0,1.130952380952381,253.7684210526316,745.7142857142857,0.41578947368421054,0.6,0.5499999999999996,0.28241282217890407
794,buzzwole,24,3336,257.0,570,139,139,107,53,53,79,bug,fighting,1.0238095238095237,1.1666666666666667,42.0,150.0,76.26190476190476,150.0,60.0,1.1666666666666667,256.2857142857143,737.1428571428571,0.41578947368421054,0.6,0.4999999999999998,0.28608171663727217
795,pheromosa,18,250,257.0,570,137,37,71,137,37,151,bug,fighting,1.0238095238095237,1.1666666666666667,40.0,150.0,74.25,150.0,150.0,1.1666666666666667,124.28571428571428,737.1428571428571,0.41578947368421054,0.6,0.4999999999999998,0.09369488536155202
796,xurkitree,38,1000,257.0,570,89,71,83,173,71,83,electric,,0.9761904761904762,0.9761904761904762,27.0,150.0,77.4074074074074,150.0,150.0,0.9761904761904762,230.4878048780488,702.8571428571429,0.41578947368421054,0.6,0.29999999999999993,0.24848188296697782
797,celesteela,92,9999,257.0,570,101,103,97,107,101,61,steel,flying,1.0595238095238095,0.7857142857142857,41.0,250.0,92.1951219512195,250.0,150.0,0.7857142857142857,383.0909090909091,868.8095238095239,0.41578947368421054,1.0,0.6500000000000002,0.47089724404539224
798,kartana,3,1,257.0,570,181,131,59,59,31,109,grass,steel,1.0119047619047619,0.9166666666666666,24.0,150.0,76.25,150.0,140.0,0.9166666666666666,241.0909090909091,728.5714285714286,0.41578947368421054,0.6,0.44999999999999996,0.26393565282454173
799,guzzlord,55,8880,257.0,570,101,53,223,97,53,43,dark,dragon,1.0,1.1428571428571428,53.0,150.0,84.52830188679245,150.0,150.0,1.1428571428571428,287.875,720.0,0.41578947368421054,0.6,0.4000000000000001,0.3321223422496571
800,necrozma,24,2300,270.0,600,107,101,97,127,89,79,psychic,,1.0,1.0952380952380953,52.0,160.0,79.23076923076923,150.0,160.0,1.0952380952380953,262.04347826086956,760.0,0.4473684210526316,0.64,0.4000000000000001,0.29447351941313293
801,magearna,10,805,270.0,600,95,115,80,130,115,65,steel,fairy,1.0595238095238095,0.7738095238095238,51.0,250.0,86.17647058823529,250.0,150.0,0.7738095238095238,400.6153846153846,900.5952380952381,0.4473684210526316,1.0,0.6500000000000002,0.4964387464387464
802,marshadow,7,222,270.0,600,125,80,90,90,90,125,fighting,ghost,1.0476190476190474,1.0119047619047619,56.0,150.0,79.01785714285714,150.0,150.0,1.0119047619047619,256.94117647058823,785.7142857142856,0.4473684210526316,0.6,0.5999999999999994,0.28703703703703703
803,poipole,6,18,189.0,420,73,67,67,73,67,73,poison,,0.9523809523809523,0.9761904761904762,20.0,120.0,65.25,120.0,95.0,0.9761904761904762,205.90243902439025,514.2857142857142,0.2578947368421053,0.48,0.19999999999999982,0.2126493024189501
804,naganadel,36,1500,243.0,540,73,73,73,127,73,121,poison,dragon,0.9642857142857142,1.0119047619047619,54.0,150.0,74.9074074074074,150.0,150.0,1.0119047619047619,216.42352941176472,665.3571428571428,0.38421052631578945,0.6,0.24999999999999964,0.22798353909465022
805,stakataka,55,8200,257.0,570,131,211,61,53,101,13,rock,steel,1.0833333333333335,1.0714285714285714,32.0,150.0,78.90625,150.0,140.0,1.0714285714285714,348.1333333333333,780.0000000000001,0.41578947368421054,0.6,0.7500000000000008,0.4199474165523548
806,blacephalon,18,130,257.0,570,127,53,53,151,79,107,fire,ghost,1.0595238095238095,0.9642857142857143,37.0,250.0,84.45945945945945,250.0,150.0,0.9642857142857143,191.85185185185185,868.8095238095239,0.41578947368421054,1.0,0.6500000000000002,0.19217090890616267
807,zeraora,15,445,270.0,600,112,75,88,102,80,143,electric,,0.9761904761904762,0.9761904761904762,52.0,150.0,75.53846153846153,150.0,150.0,0.9761904761904762,248.9268292682927,732.1428571428571,0.4473684210526316,0.6,0.29999999999999993,0.2753563183779986
808,meltan,2,80,135.0,300,65,65,46,55,35,34,steel,,1.0476190476190477,0.8571428571428571,8.0,140.0,75.0,70.0,140.0,0.8571428571428571,170.33333333333334,460.95238095238096,0.13157894736842105,0.56,0.6000000000000004,0.16080818472793781
809,melmetal,25,8000,270.0,600,143,143,135,80,65,34,steel,,1.0476190476190477,0.8571428571428571,33.0,200.0,92.57575757575758,200.0,150.0,0.8571428571428571,400.1666666666667,838.0952380952382,0.4473684210526316,0.8,0.6000000000000004,0.4957847508001829
810,grookey,3,50,62.0,310,65,50,50,40,40,65,grass,,0.9761904761904762,1.1428571428571428,36.0,130.0,73.75,125.0,130.0,1.1428571428571428,122.5,429.5238095238095,0.14210526315789473,0.52,0.29999999999999993,0.09109224965706447
811,thwackey,7,140,147.0,420,85,70,70,55,60,80,grass,,0.9761904761904762,1.1428571428571428,38.0,130.0,73.94736842105263,125.0,130.0,1.1428571428571428,175.0,536.9047619047619,0.2578947368421053,0.52,0.29999999999999993,0.16760973936899862
812,rillaboom,21,900,265.0,530,125,90,100,60,70,85,grass,,0.9761904761904762,1.1428571428571428,59.0,150.0,82.28813559322033,150.0,150.0,1.1428571428571428,227.5,663.8095238095237,0.3736842105263158,0.6,0.29999999999999993,0.2441272290809328
813,scorbunny,3,45,62.0,310,71,40,50,40,40,69,fire,,1.0952380952380953,1.0,35.0,130.0,75.28571428571429,130.0,130.0,1.0,130.0,481.9047619047619,0.14210526315789473,0.52,0.8000000000000006,0.10202331961591221
814,raboot,6,90,147.0,420,86,60,65,55,60,94,fire,,1.0952380952380953,1.0,36.0,130.0,74.58333333333333,130.0,130.0,1.0,185.0,602.3809523809524,0.2578947368421053,0.52,0.8000000000000006,0.18218449931412894
815,cinderace,14,330,265.0,530,116,75,80,65,75,119,fire,,1.0952380952380953,1.0,51.0,150.0,77.94117647058823,150.0,150.0,1.0,230.0,744.7619047619048,0.3736842105263158,0.6,0.8000000000000006,0.24777091906721535
816,sobble,3,40,62.0,310,40,40,50,70,40,70,water,,1.0714285714285714,1.0,27.0,110.0,63.888888888888886,90.0,110.0,1.0,130.0,450.0,0.14210526315789473,0.44,0.7000000000000001,0.10202331961591221
817,drizzile,7,115,147.0,420,60,55,65,95,55,90,water,,1.0714285714285714,1.0,27.0,110.0,63.888888888888886,90.0,110.0,1.0,175.0,567.8571428571429,0.2578947368421053,0.44,0.7000000000000001,0.16760973936899862
818,inteleon,19,452,265.0,530,85,65,70,125,65,120,water,,1.0714285714285714,1.0,48.0,150.0,68.125,150.0,150.0,1.0,200.0,728.5714285714286,0.3736842105263158,0.6,0.7000000000000001,0.20404663923182442
819,skwovet,3,25,55.0,275,55,55,70,35,35,25,normal,,0.9047619047619048,1.0,27.0,140.0,69.25925925925925,140.0,120.0,1.0,160.0,375.4761904761905,0.10526315789473684,0.56,0.0,0.14574759945130317
820,greedent,6,60,161.0,460,95,95,120,55,75,20,normal,,0.9047619047619048,1.0,39.0,150.0,76.28205128205128,150.0,150.0,1.0,290.0,551.9047619047619,0.3,0.6,0.0,0.33521947873799723
821,rookidee,2,18,49.0,245,47,35,38,33,35,57,flying,,1.0714285714285714,1.0238095238095237,25.0,140.0,64.6,140.0,80.0,1.0238095238095237,105.48837209302326,412.5,0.07368421052631578,0.56,0.7000000000000001,0.06629821035505791
822,corvisquire,8,160,128.0,365,67,55,68,43,55,77,flying,,1.0714285714285714,1.0238095238095237,24.0,120.0,64.375,120.0,110.0,1.0238095238095237,173.86046511627907,519.6428571428571,0.2,0.48,0.7000000000000001,0.16594889463106519
823,corviknight,22,750,248.0,495,87,105,98,53,85,67,flying,steel,1.0595238095238095,0.7857142857142857,36.0,150.0,75.83333333333333,150.0,150.0,0.7857142857142857,366.54545454545456,683.3928571428571,0.3368421052631579,0.6,0.6500000000000002,0.44678264122708566
824,blipbug,4,80,36.0,180,20,20,25,25,45,45,bug,,0.9761904761904762,1.0714285714285714,2.0,50.0,35.0,,50.0,1.0714285714285714,84.0,224.52380952380952,0.005263157894736842,0.2,0.29999999999999993,0.03497942386831276
825,dottler,4,195,117.0,335,35,80,50,50,90,30,bug,psychic,0.9880952380952381,1.1785714285714286,18.0,120.0,74.44444444444444,80.0,120.0,1.1785714285714286,186.66666666666666,449.58333333333337,0.16842105263157894,0.48,0.35000000000000026,0.18461362597165065
826,orbeetle,4,408,253.0,505,45,110,60,80,120,90,bug,psychic,0.9880952380952381,1.1785714285714286,24.0,150.0,80.0,150.0,150.0,1.1785714285714286,246.06060606060606,647.202380952381,0.3473684210526316,0.6,0.35000000000000026,0.27117886685787923
827,nickit,6,89,49.0,245,28,28,40,47,52,50,dark,,1.0238095238095237,1.0476190476190477,17.0,95.0,63.529411764705884,95.0,60.0,1.0476190476190477,114.54545454545455,348.0952380952381,0.07368421052631578,0.38,0.4999999999999998,0.07949869060980172
828,thievul,12,199,159.0,455,58,58,70,87,92,90,dark,,1.0238095238095237,1.0476190476190477,29.0,150.0,72.58620689655173,150.0,150.0,1.0476190476190477,210.0,619.4047619047618,0.29473684210526313,0.6,0.4999999999999998,0.21862139917695472
829,gossifleur,4,22,50.0,250,40,60,40,40,60,10,grass,,0.9761904761904762,1.1428571428571428,16.0,130.0,70.3125,70.0,130.0,1.1428571428571428,140.0,370.95238095238096,0.07894736842105263,0.52,0.29999999999999993,0.11659807956104253
830,eldegoss,5,25,161.0,460,50,90,60,80,120,60,grass,,0.9761904761904762,1.1428571428571428,20.0,150.0,77.75,150.0,150.0,1.1428571428571428,236.25,595.4761904761905,0.3,0.6,0.29999999999999993,0.2568801440329218
831,wooloo,6,60,122.0,270,40,55,42,40,45,48,normal,,0.9047619047619048,1.0,12.0,120.0,65.83333333333333,120.0,60.0,1.0,142.0,352.85714285714283,0.1,0.48,0.0,0.11951303155006858
832,dubwool,13,430,172.0,490,80,100,72,60,90,88,normal,,0.9047619047619048,1.0,20.0,150.0,84.25,150.0,150.0,1.0,262.0,579.047619047619,0.33157894736842103,0.6,0.0,0.29441015089163236
833,chewtle,3,85,57.0,284,64,50,50,38,38,44,water,,1.0714285714285714,1.0,32.0,130.0,67.65625,130.0,110.0,1.0,138.0,443.57142857142856,0.11473684210526315,0.52,0.7000000000000001,0.11368312757201646
834,drednaw,10,1155,170.0,485,115,90,90,48,68,74,water,rock,1.0952380952380953,1.1547619047619047,57.0,150.0,78.59649122807018,150.0,150.0,1.1547619047619047,214.76288659793818,695.4761904761906,0.3263157894736842,0.6,0.8000000000000006,0.22556319205803746
835,yamper,3,135,54.0,270,45,50,59,40,50,26,electric,,0.9761904761904762,0.9761904761904762,23.0,120.0,70.8695652173913,120.0,110.0,0.9761904761904762,162.8780487804878,380.7142857142857,0.1,0.48,0.29999999999999993,0.14994228645990162
836,boltund,10,340,172.0,490,90,60,69,90,60,121,electric,,0.9761904761904762,0.9761904761904762,24.0,150.0,77.29166666666667,150.0,150.0,0.9761904761904762,193.609756097561,624.7619047619047,0.33157894736842103,0.6,0.29999999999999993,0.1947330121449363
837,rolycoly,3,120,48.0,240,40,50,30,40,50,30,rock,,1.119047619047619,1.1428571428571428,25.0,250.0,78.2,250.0,120.0,1.1428571428571428,113.75,548.3333333333334,0.06842105263157895,1.0,0.9000000000000004,0.07833933470507544
838,carkol,11,780,144.0,410,60,90,80,60,70,50,rock,fire,1.1071428571428572,1.2023809523809523,36.0,200.0,77.5,200.0,130.0,1.2023809523809523,199.6039603960396,675.3571428571429,0.24736842105263157,0.8,0.8500000000000005,0.2034694210161757
839,coalossal,28,3105,255.0,510,80,120,110,80,90,30,rock,fire,1.1071428571428572,1.2023809523809523,43.0,200.0,85.0,200.0,150.0,1.2023809523809523,266.13861386138615,786.0714285714287,0.3526315789473684,0.8,0.8500000000000005,0.3004420812451616
840,applin,2,5,52.0,260,40,80,40,40,40,20,grass,dragon,0.9761904761904762,1.25,7.0,130.0,63.57142857142857,70.0,130.0,1.25,128.0,380.7142857142857,0.08947368421052632,0.52,0.29999999999999993,0.09910836762688614
841,flapple,3,10,170.0,485,110,80,70,95,60,70,grass,dragon,0.9761904761904762,1.25,33.0,150.0,76.36363636363636,150.0,150.0,1.25,168.0,619.8809523809524,0.3263157894736842,0.6,0.29999999999999993,0.1574074074074074
842,appletun,4,130,170.0,485,85,80,110,100,80,30,grass,dragon,0.9761904761904762,1.25,35.0,150.0,81.42857142857143,150.0,150.0,1.25,216.0,619.8809523809524,0.3263157894736842,0.6,0.29999999999999993,0.2273662551440329
843,silicobra,22,76,63.0,315,57,75,52,35,50,46,ground,,1.1428571428571428,1.0476190476190477,29.0,140.0,69.48275862068965,140.0,120.0,1.0476190476190477,168.95454545454544,520.0,0.14736842105263157,0.56,1.0,0.1587986344930789
844,sandaconda,38,655,179.0,510,107,125,72,65,70,71,ground,,1.1428571428571428,1.0476190476190477,37.0,150.0,75.13513513513513,150.0,150.0,1.0476190476190477,254.86363636363635,754.2857142857142,0.3526315789473684,0.6,1.0,0.2840090722035166
